Latin name,Trophic Level,Medium,Taxonomic kingdom,Taxonomic phylum or division,Taxonomic subphylum,Taxonomic superclass,Taxonomic class,Taxonomic order,Taxonomic family
Enchytraeus buchholzi,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Enchytraeidae
Marinogammarus obtusatus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Gammaridae
Austrochiltonia subtenuis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Chiltoniidae
Atalophlebia australis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Leptophlebiidae
Ischnura heterosticta,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Odonata,Coenagrionidae
Opsariichthys uncirostris,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Bithynia leachi,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Littorinimorpha,Bithyniidae
Bithynia sp,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Littorinimorpha,Bithyniidae
Bithynia tentaculata,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Littorinimorpha,Bithyniidae
Proasellus coxalis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Isopoda,Asellidae
Proasellus meridianus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Isopoda,Asellidae
Triturus cristatus,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Caudata,Salamandridae
Noemacheilus denisonii,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Balitoridae
Ankistrodesmus fusiformis,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Mugilidae,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae
Enneacanthus gloriosus,FISH,Freshwater,Animalia,Chordata,,,Actinopterygii,Perciformes,Centrarchidae
Gammarus roeseli,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Gammaridae
Pachygrapsus crassipes,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Grapsidae
Rita rita,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae
Synedra acus,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Fragilariophyceae,Fragilariales,Fragilariaceae
Eisenia bicyclis,ALGAE,Saltwater,Chromista,Ochrophyta,,,Phaeophycaea,Laminariales,Lessoniaceae
Opsopoeodus emiliae,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Anopheles culicifacies,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Rana clamitans,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Ranidae
Menippe mercenaria,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Menippidae
Aedes nigromaculis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Acipenser stellatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Acipenseridae
Acipenser persicus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Acipenseridae
Stagnicola elodes,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Lymnaeidae
Branchinella thailandensis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anostraca,Thamnocephalidae
Chironomus xanthus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chironomidae
Notodiaptomus conifer,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Hexanauplia,Calanoida,Diaptomidae
Macrothrix spinosa,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Macrothricidae
Perccottus glenii,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Odontobutidae
Achnanthidium sp,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Achnanthales,Achnanthidiaceae
Gayralia oxysperma,ALGAE,Saltwater,Plantae,Chlorophyta,Chlorophytina,,Ulvophyceae,Ulotrichales,Gayraliaceae
Ochromonas sp,ALGAE,Saltwater,Chromista,Ochrophyta,,,Chrysophyceae,Chromulinales,Chromulinaceae
Tetraedron minimum,ALGAE,Freshwater,Plantae,Chlorophyta,Chlorophytina,,Chlorophyceae,Sphaeropleales,Hydrodictyaceae
Barbus macrops,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Gephyroglanis velifer,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae
Brachionus caudatus,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Brachionidae
Cephalodella paggiae,INVERT,Freshwater,Animalia,Rotifera,,,Eurotifera,Ploima,Notommatidae
Chydoridae,INVERT,Both,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Chydoridae
Euchlanis sp,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Euchlanidae
Lecane closterocerca,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Lecanidae
Lecane inermis,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Lecanidae
Lepadella sp,INVERT,Freshwater,Animalia,Rotifera,,,Monogonta,Ploima,Lepadellidae
Platyias quadricornis,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Brachionidae
Trichocerca sp,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Trichocercidae
Piaractus mesopotamicus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae
Apocyclops spartinus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Cyclopoida,Cyclopidae
Gammarus aequicauda,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Gammaridae
Aphyosemion gardneri,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Cyprinodontidae
Orconectes neglectus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Cambaridae
Heterocypris incongruens,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Ostracoda,Podocopida,Cyprididae
Ceriodaphnia lacustris,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Pseudaphritis urvillii,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Nototheniidae
Piona carnea,INVERT,Freshwater,Animalia,Arthropoda,Chelicerata,,Arachnida,Trombidiformes,Pionidae
Gyrinus natator,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Gyrinidae
Didinium nasutum,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,,Didiniidae
Procambarus blandingii,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Cambaridae
Micropterus sp,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae
Pollimyrus isidori,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Osteoglossiformes,Mormyridae
Nitzschia palea,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Pennales,Bacillariaceae
Acipenser gueldenstaedtii,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Acipenseridae
Neogobius melanostomus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Gobiidae
Rutilus caspicus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Chlamydomonas variabilis,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Chlamydomonadaceae
Cipangopaludina chinensis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Architaenioglossa,Viviparidae
Chrysichthys nigrodigitatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae
Tatea rufilabris,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Littorinimorpha,Tateidae
Monoraphidium minutum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Lecane flexilis,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Lecanidae
Lecane lunaris,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Lecanidae
Afrochiltonia subtenuis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Ceinidae
Anuraeopsis fissa,INVERT,Saltwater,Animalia,Rotifera,,,Monogononta,Ploima,Brachionidae
Chironomus dilutus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chironomidae
Attheyella crassa,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Hexanauplia,Harpacticoida,Canthocamptidae
